Rank| H1B Visa Sponsor| Number of LCA  *| Average Salary| Job Title
207|Centraprise,|2| $68,500|Qa Analyst
209|The Advisory Board Company|2| $68,300|Qa Analyst
210|Vsion Technologies|2| $68,000|Qa Analyst
211|Wb Solutions|2| $67,500|Qa Analyst
211|Lead It|2| $67,500|Qa Analyst
211|Maven|2| $67,500|Qa Analyst
211|Randel Solutions|2| $67,500|Qa Analyst
215|Reliance Global Services|2| $67,222|Qa Analyst
216|I-digital|2| $67,000|Qa Analyst
217|Technical Strategies|2| $66,000|Qa Analyst
217|Charvi Information Technologies|2| $66,000|Qa Analyst
217|Sbm Group|2| $66,000|Qa Analyst
220|Azee Systems|2| $65,500|Qa Analyst
220|Trinuc|2| $65,500|Qa Analyst
222|Tiruven|2| $65,400|Qa Analyst
223|Ec Infosystems|2| $65,293|Qa Analyst
224|Decipher Software Solutions|2| $65,090|Qa Analyst
225|First Object|2| $65,000|Qa Analyst
1|Tech Mahindra (Americas)|704| $74,011|Software Test Engineer
2|Igate Technologies|167| $69,083|Software Test Engineer
3|Arista Networks|28| $100,864|Software Test Engineer
4|C2s Technologies|22| $58,864|Software Test Engineer
5|Citrix Systems|20| $88,550|Software Test Engineer
6|Xavient Information Systems|19| $71,447|Software Test Engineer
7|Brocade Communications Systems|16| $101,534|Software Test Engineer
8|Alcatel-Lucent Usa (Dba Nokia)|12| $120,918|Software Test Engineer
9|Viptela|12| $109,583|Software Test Engineer
10|Pactera Technologies|11| $65,398|Software Test Engineer
11|Shubh Solutions|11| $60,001|Software Test Engineer
12|IBM|9| $92,347|Software Test Engineer
13|Cnet Global Solutions|7| $66,014|Software Test Engineer
14|Allabouttech|7| $60,000|Software Test Engineer
14|Apptad|7| $60,000|Software Test Engineer
16|Versa Networks|6| $116,228|Software Test Engineer
17|Mindlance|6| $92,424|Software Test Engineer
18|Teknosys|6| $71,442|Software Test Engineer
19|The Ultimate Software Group|5| $111,354|Software Test Engineer
20|Populus Group|5| $98,592|Software Test Engineer
21|Sasken Communication Technologies,|5| $78,924|Software Test Engineer
22|Le Technology|5| $73,866|Software Test Engineer
23|Lorven Bpm Technologies|5| $60,000|Software Test Engineer
24|Tru Solution Systems|5| $54,080|Software Test Engineer
25|Apps Consultants|5| $52,000|Software Test Engineer
26|Instructure|4| $94,063|Software Test Engineer
27|World Ip Phone|4| $82,750|Software Test Engineer
28|Cyberthink|4| $79,150|Software Test Engineer
29|Dassault Systemes Biovia|4| $74,375|Software Test Engineer
30|Ntest|4| $70,000|Software Test Engineer
31|Agreeya Solutions|4| $60,200|Software Test Engineer
32|Cdrp Technologies|4| $60,000|Software Test Engineer
32|Data Solutions|4| $60,000|Software Test Engineer
34|Accelerated Technologies|4| $54,000|Software Test Engineer
35|Orchestra Technology|3| $127,573|Software Test Engineer
36|Telecommunication Systems|3| $89,501|Software Test Engineer
37|Wicresoft North America,|3| $82,267|Software Test Engineer
38|Detroit Engineered Products|3| $74,133|Software Test Engineer
39|Manthan Data Solutions|3| $71,833|Software Test Engineer
40|Lhp Software|3| $70,200|Software Test Engineer
41|Divensi|3| $69,181|Software Test Engineer
42|Pactera Technologies Na|3| $68,564|Software Test Engineer
43|Lead It|3| $65,000|Software Test Engineer
44|Zillow|2| $103,000|Software Test Engineer
45|Srs Consulting|2| $95,000|Software Test Engineer
46|Faraday & Future|2| $93,798|Software Test Engineer
47|Compest Solutions|2| $90,500|Software Test Engineer
48|Amdocs|2| $86,907|Software Test Engineer
49|Zf North America|2| $86,500|Software Test Engineer
50|Ibase Consulting Of Fairfield County|2| $86,250|Software Test Engineer
51|Accel Bi|2| $86,000|Software Test Engineer
52|Mediamath|2| $82,500|Software Test Engineer
52|Measured Search|2| $82,500|Software Test Engineer
54|Symphony|2| $80,140|Software Test Engineer
55|Medrio|2| $80,000|Software Test Engineer
56|Easi|2| $78,000|Software Test Engineer
57|Preh|2| $73,885|Software Test Engineer
58|Endpoint Clinical|2| $73,500|Software Test Engineer
59|Neotech Solutions|2| $72,500|Software Test Engineer
60|Artech Information Systems|2| $72,000|Software Test Engineer
61|Xylo Consulting|2| $70,000|Software Test Engineer
61|Sycle|2| $70,000|Software Test Engineer
61|Cienet Technologies|2| $70,000|Software Test Engineer
64|West Publishing|2| $69,315|Software Test Engineer
65|Proficient Business Systems|2| $68,775|Software Test Engineer
66|Srishti I2i Biz Solutions|2| $68,532|Software Test Engineer
67|Intone Networks|2| $68,500|Software Test Engineer
68|Compunetix|2| $66,826|Software Test Engineer
69|Beyondsoft Consulting|2| $66,768|Software Test Engineer
70|Msit Systems|2| $66,000|Software Test Engineer
71|Congruent Solutions|2| $65,770|Software Test Engineer
72|Sigma Software|2| $65,312|Software Test Engineer
73|Xoriant Corporation|2| $64,000|Software Test Engineer
74|Srs Teksoft|2| $63,228|Software Test Engineer
75|Technical Strategies|2| $61,300|Software Test Engineer
76|Capricorn Systems|2| $60,500|Software Test Engineer
77|Piezos Technology Solutions|2| $60,000|Software Test Engineer
78|Vision Technology Solutions|2| $59,925|Software Test Engineer
79|Vensai Technologies|2| $57,500|Software Test Engineer
80|Whova|2| $52,104|Software Test Engineer
81|Volt Management|2| $48,131|Software Test Engineer
82|Latitude 36|1| $156,000|Software Test Engineer
83|Practice Fusion|1| $135,000|Software Test Engineer
83|Mimeo.Com|1| $135,000|Software Test Engineer
85|Globalitkonnect|1| $131,040|Software Test Engineer
86|Groupon|1| $130,500|Software Test Engineer
87|Palo Alto Networks|1| $125,000|Software Test Engineer
88|Blackberry|1| $115,000|Software Test Engineer
88|State Street Bank And Trust Company|1| $115,000|Software Test Engineer
88|Study.Com|1| $115,000|Software Test Engineer
91|Ryzen Solutions|1| $114,400|Software Test Engineer
92|Unchainedlabs|1| $113,633|Software Test Engineer
93|Expedia|1| $113,256|Software Test Engineer
94|Ringcentral|1| $112,000|Software Test Engineer
95|General Instrument|1| $111,426|Software Test Engineer
96|Vertisystem|1| $110,000|Software Test Engineer
96|Philips Lighting North America|1| $110,000|Software Test Engineer
98|Cymer|1| $108,500|Software Test Engineer
99|Ascentia Consulting Pte Company|1| $107,500|Software Test Engineer
100|Object Computing|1| $106,000|Software Test Engineer
101|Kyocera Document Solutions Development America|1| $104,400|Software Test Engineer
102|General Motors Company|1| $101,903|Software Test Engineer
103|Virgin America|1| $101,592|Software Test Engineer
104|Sacc|1| $100,000|Software Test Engineer
104|Flexton|1| $100,000|Software Test Engineer
104|Trilliant Networks|1| $100,000|Software Test Engineer
104|Bright Market|1| $100,000|Software Test Engineer
108|Getgo|1| $97,500|Software Test Engineer
109|Hire It People|1| $96,720|Software Test Engineer
110|Viewsoft|1| $96,000|Software Test Engineer
111|Cigna Hlic|1| $95,000|Software Test Engineer
112|Yee Enterprise Solutions|1| $92,000|Software Test Engineer
113|Allegion Plc|1| $91,107|Software Test Engineer
114|Fulcrum Technologies|1| $90,327|Software Test Engineer
115|Robert Bosch|1| $90,000|Software Test Engineer
115|Goalsr|1| $90,000|Software Test Engineer
115|Ge Healthcare Iits Usa|1| $90,000|Software Test Engineer
115|Mindspark Interactive Network|1| $90,000|Software Test Engineer
119|Kelly Services|1| $89,918|Software Test Engineer
120|Adroitent|1| $89,856|Software Test Engineer
121|Fujitsu Network Communications|1| $87,300|Software Test Engineer
122|Motorola Mobility|1| $86,547|Software Test Engineer
123|Riverside Technical Services|1| $86,200|Software Test Engineer
124|Calsoft Labs|1| $85,000|Software Test Engineer
124|Citrix Online|1| $85,000|Software Test Engineer
126|Vanderhouwen & Associates |1| $84,739|Software Test Engineer
127|Spacelabs Healthcare|1| $84,739|Software Test Engineer
128|Sailpoint Technologies|1| $84,697|Software Test Engineer
129|Ignite Management Consultants|1| $83,200|Software Test Engineer
129|Crescent Solutions, Dba Crescent Staffing|1| $83,200|Software Test Engineer
131|Nci Information Systems|1| $82,000|Software Test Engineer
132|Adi Worldlink|1| $81,500|Software Test Engineer
133|Texara Solutions|1| $81,000|Software Test Engineer
134|Precor,|1| $80,516|Software Test Engineer
135|Twc Administration|1| $80,190|Software Test Engineer
136|United Software Group|1| $80,115|Software Test Engineer
137|Comira Solutions|1| $80,000|Software Test Engineer
137|Apn|1| $80,000|Software Test Engineer
137|Smartsoft International|1| $80,000|Software Test Engineer
137|Nam Technologies|1| $80,000|Software Test Engineer
137|Idc Technologies|1| $80,000|Software Test Engineer
137|Ipreo Us|1| $80,000|Software Test Engineer
143|New England It Associates|1| $79,830|Software Test Engineer
144|Vital Images|1| $79,163|Software Test Engineer
145|Mercedes-Benz Research & Development|1| $79,162|Software Test Engineer
146|Vataliya Solution Dba Vtech Solution|1| $77,000|Software Test Engineer
147|Beta Soft Systems|1| $76,960|Software Test Engineer
148|Dish Network|1| $75,075|Software Test Engineer
149|Mavensoft Technologies|1| $75,000|Software Test Engineer
149|Enova Financial Holdings|1| $75,000|Software Test Engineer
155|Hcl Global Systems|1| $74,526|Software Test Engineer
156|Radiant Systems|1| $73,000|Software Test Engineer
156|Kaizen Technologies|1| $73,000|Software Test Engineer
158|Dexcom|1| $72,946|Software Test Engineer
159|Argela-Usa|1| $72,885|Software Test Engineer
160|Consultadd|1| $72,800|Software Test Engineer
161|Barracuda Networks|1| $72,000|Software Test Engineer
162|Terawe|1| $70,000|Software Test Engineer
162|Arg Solutions|1| $70,000|Software Test Engineer
162|Anira Solutions|1| $70,000|Software Test Engineer
162|Eteam|1| $70,000|Software Test Engineer
162|Rivi Consulting Group|1| $70,000|Software Test Engineer
167|Global Technology Associates|1| $69,650|Software Test Engineer
168|Voicebox Technologies|1| $69,300|Software Test Engineer
169|L And T Technology Services|1| $69,000|Software Test Engineer
169|Belcan Engineering Group|1| $69,000|Software Test Engineer
171|Avenues International|1| $68,000|Software Test Engineer
172|Eminent Software Services|1| $67,000|Software Test Engineer
173|Gnr Systems|1| $66,040|Software Test Engineer
174|Telecomgateway|1| $66,000|Software Test Engineer
174|Info Services|1| $66,000|Software Test Engineer
176|4 G Metals|1| $65,770|Software Test Engineer
177|Anjaneyap|1| $65,770|Software Test Engineer
178|Aikya Information Systems|1| $65,500|Software Test Engineer
179|Pixentia|1| $65,100|Software Test Engineer
179|Global Information Systems|1| $65,100|Software Test Engineer
181|Lyxia|1| $65,000|Software Test Engineer
181|Amtex Enterprises|1| $65,000|Software Test Engineer
181|The United Solutions Group|1| $65,000|Software Test Engineer
184|Hexaware Technologies|1| $64,600|Software Test Engineer
185|Prometric|1| $63,000|Software Test Engineer
186|Primus Diagnostics|1| $62,400|Software Test Engineer
187|Vrn Jobs|1| $62,000|Software Test Engineer
188|Entellects|1| $60,000|Software Test Engineer
188|Methodica Technologies|1| $60,000|Software Test Engineer
188|Horizon Information Technology Solutions|1| $60,000|Software Test Engineer
188|Opensoft|1| $60,000|Software Test Engineer
188|Yotta Systems|1| $60,000|Software Test Engineer
188|S9 Technologies|1| $60,000|Software Test Engineer
194|B & C Transit|1| $58,760|Software Test Engineer
195|Lg Electronics Alabama|1| $55,848|Software Test Engineer
196|Ascendum Solutions|1| $55,141|Software Test Engineer
197|Comm/net|1| $55,000|Software Test Engineer
197|Primoris Systems|1| $55,000|Software Test Engineer
197|Midtronics|1| $55,000|Software Test Engineer
200|Leapdroid|1| $54,059|Software Test Engineer
201|Conquest Consulting|1| $53,000|Software Test Engineer
202|Blue Acorn|1| $52,500|Software Test Engineer
203|Deka Research & Development|1| $52,000|Software Test Engineer
204|K-Tek Resourcing|1| $51,000|Software Test Engineer
204|7thonline|1| $51,000|Software Test Engineer
206|Csi Interfusion (Fka Chinasoft International)|1| $50,000|Software Test Engineer
207|Team Care Enterprises|1| $46,301|Software Test Engineer
208|Amensys|1| $46,000|Software Test Engineer
1|Capgemini|272| $77,950|Data Analyst
2|Edge It|28| $63,861|Data Analyst
3|Comscore|23| $71,353|Data Analyst
4|Bell Info Solutions|23| $61,796|Data Analyst
5|Neo Prism Solutions|18| $67,278|Data Analyst
6|California Creative Solutions|17| $63,371|Data Analyst
7|Accenz|16| $60,000|Data Analyst
8|Groupm Worldwide|13| $67,077|Data Analyst
9|Microinfo|13| $60,330|Data Analyst
10|Ulab|12| $66,625|Data Analyst
11|Populus Group|11| $76,941|Data Analyst
12|Epitec|11| $68,194|Data Analyst
13|Ventois|10| $73,274|Data Analyst
14|Hanusoft|10| $68,150|Data Analyst
15|Slk America|10| $65,141|Data Analyst
16|Virtue Group|9| $80,000|Data Analyst
17|Inovalon|9| $74,373|Data Analyst
18|Home Depot Usa|9| $67,778|Data Analyst
19|Verisk Health|9| $67,676|Data Analyst
20|Aspyretech|8| $64,000|Data Analyst
21|Waynsys|7| $72,000|Data Analyst
22|Cymansys Solutions|7| $58,571|Data Analyst
23|First Tek|7| $54,007|Data Analyst
24|Oberon It|7| $53,783|Data Analyst
25|Focus It|6| $69,708|Data Analyst
26|Vastika|6| $67,399|Data Analyst
27|Sritek|6| $64,593|Data Analyst
28|Berg|6| $62,000|Data Analyst
29|Quardent|6| $60,000|Data Analyst
30|Manhattan Telecommunications|6| $52,168|Data Analyst
31|Uber Technologies|5| $98,586|Data Analyst
32|Tekorg|5| $93,977|Data Analyst
33|Mckinsey & Company United States|5| $91,281|Data Analyst
34|Scioinspire,|5| $73,297|Data Analyst
35|Fusion Plus Solutions|5| $71,200|Data Analyst
36|Byte Consulting|5| $70,000|Data Analyst
37|Alpha Clinical Systems|5| $68,920|Data Analyst
38|Expedent|5| $62,800|Data Analyst
39|C-Vision|5| $60,000|Data Analyst
40|Diversant|4| $106,730|Data Analyst
41|System Soft Technologies|4| $105,000|Data Analyst
42|Dr/Decision Resources|4| $91,531|Data Analyst
43|IBM|4| $82,461|Data Analyst
44|Shaping Data Solutions|4| $80,000|Data Analyst
45|Wayfair|4| $76,417|Data Analyst
46|Asta Crs|4| $75,750|Data Analyst
47|Focuskpi|4| $74,230|Data Analyst
48|Torque Technologies|4| $73,750|Data Analyst
49|Siri Infosolutions|4| $72,000|Data Analyst
50|Elan Technologies|4| $67,500|Data Analyst
51|Concert Tech|4| $63,518|Data Analyst
52|Collaborate Solutions|4| $62,353|Data Analyst
53|Axis Tech|4| $61,625|Data Analyst
54|American Infosys|4| $60,500|Data Analyst
54|Itlize Global|4| $60,500|Data Analyst
56|Applet Systems|4| $60,033|Data Analyst
57|Global It|4| $60,000|Data Analyst
58|Midland Credit Management|4| $59,962|Data Analyst
59|Trustees Of The University Of Pennsylvania|4| $54,972|Data Analyst
60|Facebook|3| $115,000|Data Analyst
61|Lyft|3| $111,333|Data Analyst
62|Intel|3| $111,039|Data Analyst
63|Spin Analytics And Strategy|3| $107,000|Data Analyst
64|Incedo|3| $105,667|Data Analyst
65|Slalom|3| $103,333|Data Analyst
66|Twin Prime|3| $95,000|Data Analyst
67|Squillion Systems|3| $93,359|Data Analyst
68|Sunmerge Systems|3| $89,000|Data Analyst
69|Pioneer Consulting Services|3| $82,667|Data Analyst
70|Edmunds.Com|3| $80,000|Data Analyst
71|Npv Staffing|3| $79,813|Data Analyst
72|Softthink Solutions|3| $77,612|Data Analyst
73|Workiva|3| $75,000|Data Analyst
74|Marketshare Partners|3| $72,523|Data Analyst
75|Acadia Technologies|3| $71,667|Data Analyst
76|Info Services|3| $71,511|Data Analyst
77|Cyberthink|3| $70,167|Data Analyst
78|Techno Rocket Systems|3| $70,000|Data Analyst
79|Teksystems|3| $69,784|Data Analyst
80|Wonderbox Technologies|3| $68,964|Data Analyst
81|Excelon Solutions|3| $67,808|Data Analyst
82|Quest Global Services-Na|3| $67,100|Data Analyst
83|Super Micro Computer|3| $65,770|Data Analyst
84|Hcl Global Systems|3| $65,229|Data Analyst
85|Genesis Research|3| $65,000|Data Analyst
86|Ads Alliance Data Systems|3| $64,786|Data Analyst
87|Euclid Elementz|3| $63,333|Data Analyst
88|Firefly Pros|3| $63,174|Data Analyst
89|Plymouth Rock Assurance|3| $62,621|Data Analyst
90|K-Tek Resourcing|3| $61,000|Data Analyst
90|Relycom|3| $61,000|Data Analyst
90|Glaman Tech|3| $61,000|Data Analyst
93|Optoro|3| $60,500|Data Analyst
94|Anji Technologies|3| $60,133|Data Analyst
95|Crom Technology|3| $60,000|Data Analyst
95|Xsunt|3| $60,000|Data Analyst
95|Tek Erp|3| $60,000|Data Analyst
98|Cem Technology|3| $59,400|Data Analyst
99|Admarketplace|3| $56,917|Data Analyst
100|Sanra Solutions|3| $56,667|Data Analyst
101|Adecco Technical|3| $56,507|Data Analyst
102|Clevand Municipal School District|3| $53,795|Data Analyst
103|Doubledutch|2| $140,000|Data Analyst
104|National General Management Corp|2| $135,000|Data Analyst
105|Microsoft|2| $127,945|Data Analyst
106|Slack Technologies|2| $118,950|Data Analyst
107|Zillow|2| $108,740|Data Analyst
108|Apple|2| $106,154|Data Analyst
109|Valtech Services|2| $103,148|Data Analyst
110|Google|2| $102,500|Data Analyst
111|It Cats|2| $100,000|Data Analyst
112|Dish Network|2| $99,339|Data Analyst
113|Computer Global Solutions|2| $95,000|Data Analyst
114|Compuga|2| $92,500|Data Analyst
115|Stratapult|2| $90,000|Data Analyst
116|Intent Media|2| $87,500|Data Analyst
117|Shutterstock|2| $86,250|Data Analyst
118|C1 Consulting|2| $85,000|Data Analyst
118|Abq Healthcare Partners|2| $85,000|Data Analyst
118|Softsol Resources|2| $85,000|Data Analyst
118|Abq Health Partners|2| $85,000|Data Analyst
122|Cs Technologies|2| $83,725|Data Analyst
123|Red Beacon|2| $82,639|Data Analyst
124|Cisco Systems|2| $82,413|Data Analyst
125|Orchard App|2| $80,000|Data Analyst
128|Redfin|2| $79,694|Data Analyst
129|Maruthi Technologies (DBA: Anblicks)|2| $78,750|Data Analyst
130|Le Technology|2| $78,497|Data Analyst
131|Cognate|2| $77,000|Data Analyst
132|Suntrust Banks|2| $76,000|Data Analyst
132|Yu Certified Public Accountant, Pc|2| $76,000|Data Analyst
134|Talentlink|2| $75,500|Data Analyst
135|Pdr Equity|2| $75,000|Data Analyst
135|Sriven Infosys|2| $75,000|Data Analyst
135|The Oakleaf Group|2| $75,000|Data Analyst
138|Estrada Consulting|2| $74,000|Data Analyst
139|Hih|2| $73,310|Data Analyst
140|Ascend Analytics|2| $72,606|Data Analyst
141|Aries Computer Systems|2| $72,010|Data Analyst
142|Svk Technology Solutions|2| $71,000|Data Analyst
142|Enternet Business Systems|2| $71,000|Data Analyst
144|Vedicsoft Solutions|2| $70,762|Data Analyst
144|Precision Technologies|2| $70,762|Data Analyst
146|Aids Healthcare Foundation|2| $70,500|Data Analyst
147|Unikrn|2| $70,250|Data Analyst
148|Inmoment|2| $70,000|Data Analyst
148|Logicatech|2| $70,000|Data Analyst
150|Graphics Atlanta|2| $69,525|Data Analyst
